,teks,date,location
33044,kementerian ppn bappenas meluncur dashboard nasional menuju normal acuan evaluasi pelaksanaan kebijakan mitigasi pengurangan psbb yuk semangat adt,Thu May 28 10:17:00 +0000 2020,"Jl. Veteran No.11, Jakarta"
33045,gatau psbb amjinc,Thu May 28 10:16:59 +0000 2020,unknown
33046,psbb ngeluh ekonomi mati dibuat skenario new normal nganggap matiin rakyatnya sbnrnya terbaik sih coba pembuat kebijakan dikasi solusi benar,Thu May 28 10:16:55 +0000 2020,Indonesia
33047,jerawat tidak mengenal psbb,Thu May 28 10:16:53 +0000 2020,Indonesia
33048,mayoritas sampah disebabkan masifnya online shopping delivery,Thu May 28 10:16:46 +0000 2020,Indonesia
33049,politisi kematian indonesia wabah covid wajar maka mencintai produk orba rb jutaan manusia dibantai,Thu May 28 10:16:38 +0000 2020,T4(tempat tinggal tidak tetap)
33050,bangeeet lembutnya suami bilang hitung o tabungannya ayo psbb slese bali,Thu May 28 10:16:36 +0000 2020,Mars
33051,psbb tidak ketat mungkin ekonomi tidak down risikonya dalam skala lbh perlu dikaji ekonomi dalam negeri bergantung ekonomi global virus menyebar ratenya ditahan kapasitas faskes tidak collaps,Thu May 28 10:16:30 +0000 2020,L'Asie du Sud-Est
33052,asean top tests done malaysia thailand singapore philippines,Thu May 28 10:16:13 +0000 2020,UPM SERDANG
33053,psbb ulangan ngopi wae wkwk,Thu May 28 10:16:07 +0000 2020,"Kota Surabaya, Jawa Timur"
33054,me corona putus corona me pacaran psbb in social distanding in mengeluh,Thu May 28 10:16:03 +0000 2020,
33055,mungkin gaji dapatkan tidak ga pemutusan kerja deh,Thu May 28 10:15:37 +0000 2020,
33056,anies perpanjangan psbb dki jakarta penentu transisi memulai new normal,Thu May 28 10:15:28 +0000 2020,Indonesia
33057,rencana penerapan new normal melibatkan pemerintah daerah wilayah menerapkan psb,Thu May 28 10:15:24 +0000 2020,"Kota Medan, Sumatera Utara"
33058,new normal darimanaaa pariwisata amp hiburan core business nya jogja ditutup jogja segitu psbb tanggap darurat nya lumayan kesadaran amp kepatuhan masyarakat cenderung tanggap daruratnya diperpanjang,Thu May 28 10:15:07 +0000 2020,Grand Line
33059,asean weekly daily cases chart malaysia back to double digit cases singapore cases going down philippines amp thailand going up indonesia steady rise vietnam tiny spike,Thu May 28 10:14:55 +0000 2020,
33060,pemerintah si manjang in psbb tai ribett psbb engga berkumpul tae,Thu May 28 10:14:35 +0000 2020,"Bogor, Jawa Barat"
33061,hay gaes tidak psbb jabar berakhir keperluan bandung,Thu May 28 10:14:32 +0000 2020,In the heart my family:*
33062,bikin tantangan tidak bebas berpergian daerah kedaerah psbb jawab tantangannya daerah abu janda,Thu May 28 10:14:21 +0000 2020,"Lampung, Indonesia"
33063,giat psbb check point kalideres jakbar teguran tertulis pengendara tidak tertib lalin melanggar psbb sat lantas barat tni pol pulang pergi dishub,Thu May 28 10:14:09 +0000 2020,"ÃT: -6.187385,106.733011"
33064,kebijakan penyerapan produk perikanan nelayan sambutan positif asosiasi perikanan serikat nelayan indonesia mendorong skema kerjasama bumn perikanan dg kelompok nelayan,Thu May 28 10:14:07 +0000 2020,"Karawang, Jawa Barat"
33065,uas take home kelar jalan jalan sebenernya psbb,Thu May 28 10:14:04 +0000 2020,Tomorrowland
33066,lihat negara tetangga melakukan new normal gagal terancam gelombang covid indonesia menerapkan new normal gk takut nya sprt negara tetangga apkh solusi tsb diterapkan membuahkan hasil smg amin,Thu May 28 10:13:06 +0000 2020,Indonesia
33067,etdah enseval ma depannya sungai pengalaman ku perempatan jalan tol sungai gang kecil nya distributor pertamina psbb gini tutup tuh jalan,Thu May 28 10:12:59 +0000 2020,ð¡
33068,jalan sekolah lihat petugas medis puter salam hormat terima kasih ga paham negara,Thu May 28 10:12:55 +0000 2020,
33069,eits sabar yaaa merasakan udara segar pergi liburan pantai destinasi impian lupa mematuhi psbb,Thu May 28 10:12:52 +0000 2020,JL. Letjen. M.T.Haryono Kav.61
33070,gravitasi kasur libur m s gravitasi kasur psbb m s,Thu May 28 10:12:51 +0000 2020,Bali (ããªå³¶) The Island Of Gods
33071,sembari menemani soremu yuk tonton ngobrol bareng mensos membicarakan pasca psbb kemensos hadir youtube klik,Thu May 28 10:12:49 +0000 2020,"Jakarta Pusat, DKI Jakarta"
33072,sharusnya pa pulisi hadir pembuakaan mall tempo melanggar psbb wani ora son,Thu May 28 10:12:33 +0000 2020,
33073,pgn gampar psbb,Thu May 28 10:12:22 +0000 2020,south jakarta - they/them
33074,morning psbb kan yah psbb tuh diperpanjang diperkeras panjang tap,Thu May 28 10:12:11 +0000 2020,"Batang, Indonesia"
33075,personil polres agam melaksanakan penertipan himbauan masyarakat berkunjung dipasar bawan kecamatan,Thu May 28 10:12:04 +0000 2020,
33076,besok last day psbb padang,Thu May 28 10:11:39 +0000 2020,Swamp
33077,prihatin banget mbak prihatin membuat sedih tu susah banget sosial distancing istri mbak berusaha mengusirnya eeeeeh kalah mbak my tidak mengenal psbb mbak,Thu May 28 10:11:27 +0000 2020,
33078,sulit psbb pas virusnya dipuncak penyebaran disuruh keluar ok,Thu May 28 10:11:06 +0000 2020,"On your mind, in your heart ~"
33079,slime gendut banget kay kebanyakan makan nastar lebaran psbb astaghfirullah slime shaming,Thu May 28 10:10:55 +0000 2020,Nuniversity Science&Tech Dept
33080,kematian indonesia kelompok usia mei data diolah,Thu May 28 10:10:40 +0000 2020,"Jawa Tengah, Indonesia"
33081,gaweruh new normal wes seng setuju psbb disek,Thu May 28 10:10:27 +0000 2020,"Kota Surabaya, Jawa Timur"
33082,azab melanggar psbb aowkkk,Thu May 28 10:10:18 +0000 2020,"Sidoarjo, Indonesia"
33083,psbb ketemu,Thu May 28 10:09:57 +0000 2020,
33084,positif thinking mungkin nerapin psbb seumur,Thu May 28 10:09:53 +0000 2020,
33085,semoga psbb berakhir pulang pergi berlanjut cerita aamiin,Thu May 28 10:09:36 +0000 2020,
33086,psbb ojol tu tidak uang ditanya kekantor pakai jawab santai pakai ojol haduh cerdas grabcar on way jalan bolak ogut bukan untung buntung wfh plizzzz diperpanjang,Thu May 28 10:09:32 +0000 2020,"Jakarta Selatan, DKI Jakarta"
33087,konsumsi bbm memang menurun penerapan psbb lebaran konsumsi bbm menurun sepertiny,Thu May 28 10:09:21 +0000 2020,
33088,penguasa and gank psbb pasca psbb new normal new comers ga berlaku membiasakan benar normal,Thu May 28 10:09:19 +0000 2020,Edge of The Earth
33089,unpopular statement psbb diperpanjang diperpanjang diperkeras krna panjang ga keras kan,Thu May 28 10:09:16 +0000 2020,"Banjarmasin, ID"
33090,sumpah kasian sebenernya masuk kerja dr ditahan kantornya masuk malaysia katanya takut ditolak indonesia ayah gajinya dipotong tidak masuk kantor wfh wkwk anjing pemerintah,Thu May 28 10:09:13 +0000 2020,
33091,indonesia new normal dki jakarta,Thu May 28 10:08:59 +0000 2020,Jakarta
33092,situasi covid indonesia kamis mei daily cases pr from tested persons again multiple specim,Thu May 28 10:08:53 +0000 2020,"Yogyakarta, Indonesia"
33093,agama tidaklah penghalang merangkul virus corona kebijakan psbb penghalang merangkul teletabis mainnya shift shift an dibawah pengawasan satpol pulang pergi dinkes,Thu May 28 10:08:48 +0000 2020,Indonesia
33094,goodbye rambut psbb welcome rambut new normal,Thu May 28 10:08:31 +0000 2020,"Depok, Indonesia"
33095,mungkin salah alasan covid gagal diatasi indonesia tidak kompaknya istana balaikota holy shit does that mean we actually had a chance back then,Thu May 28 10:08:26 +0000 2020,Behind GM's Screen
33096,psbb jngan,Thu May 28 10:08:24 +0000 2020,Kingdom
33097,menarik psbb ketat ekonomi jalan menarik diliat fakta psbb tidak ketat ekonomi down imo psbb tidak virus menyebar konsekuensinya merugikan dihitung imo,Thu May 28 10:07:50 +0000 2020,"In my mind, Makassar Town "
33098,huhuu makasii semoga cepat selesai psbb nya hyungggg,Thu May 28 10:07:25 +0000 2020,
33099,sepi banget hp kena psbb yak,Thu May 28 10:07:24 +0000 2020,"Malang-Yogyakarta, Ind"
33100,hasrat new konvensional biar konstan kreatif aliansi masyarakat adat nusantara virus covid,Thu May 28 10:07:15 +0000 2020,Jakarta Utara
33101,indonesia reports new covid cases deaths reuters,Thu May 28 10:07:11 +0000 2020,South East Asia
33102,percakapan dikos cafe boros psbb sepatunya masukkan mungkin takut basah hilang lupa dikunci mungkin takut maling,Thu May 28 10:07:04 +0000 2020,24
33103,aaakkk sukaaa makaaciiwwww pengen tidak bawa nyetarbak huhuhuhu psbb,Thu May 28 10:06:58 +0000 2020,
33104,new normal kontradiktif kasus positife corona mungkin dikaji ulang meskipun daerah zona hijau amp selesai psbb tidak menutup peluang masuk virus daerah zona merah,Thu May 28 10:06:57 +0000 2020,
33105,bandung selesai psbb,Thu May 28 10:06:56 +0000 2020,Jakarta Capital Region
33106,pengin kenal koe ono psbb,Thu May 28 10:06:44 +0000 2020,
33107,bukannya psbb yah aparat correct me if im wrong yah,Thu May 28 10:06:42 +0000 2020,"ÃT: -6.2213,106.589919"
33108,psbb bidadari gabole berkeliaran,Thu May 28 10:06:22 +0000 2020,"Jakarta Selatan, DKI Jakarta"
33109,psbb kelar ampe jam,Thu May 28 10:06:19 +0000 2020,"P Sherman 42, Wallaby Way, SYD"
33110,awal baca berita indonesia gabisa lockdown fishy ujung nya lockdown sebatas psbb hasilnya ga memuaskan,Thu May 28 10:06:16 +0000 2020,Bekasi
33111,kelompok kasihan negeri covid pengusaha tidak dukungan,Thu May 28 10:06:12 +0000 2020,"Karawang, Jawa Barat"
33112,bagus badan nya yaa psbb pembatasan sensualitas besaran,Thu May 28 10:06:08 +0000 2020,ADULT CONTENT
33113,r g biar hepi tidak uang psbb,Thu May 28 10:06:06 +0000 2020,
33114,hrapan new normal agr ttap produktif nmun aman dr virus covid,Thu May 28 10:05:44 +0000 2020,Jakarta Pusat
33115,tidak perlu membicarakan psbb ye mari tidak beda tu psbb dikencengin dilonggarin sabuk aji bocah mah main bola plastik gawang sendal ae saban ari,Thu May 28 10:05:30 +0000 2020,
33116,wow mungkin benar psbb diperlonggar,Thu May 28 10:05:25 +0000 2020,Singapore
33117,rumah makan melayani pelanggannya bogor jawa barat kamis pemerintah kota membolehkan pasar toko beroperasi psbb transisi hingga foto arif firmansyah,Thu May 28 10:05:17 +0000 2020,NKRI
33118,angan angan new jamak biar kukuh bermanfaat aliansi masyarakat adat nusantara virus covid,Thu May 28 10:05:05 +0000 2020,Jakarta Capital Region
33119,he kelar psbb mama nya anak ngidam rujak amp makan asam,Thu May 28 10:04:43 +0000 2020,Equatorial Guinea
33120,katanya ribuan sembuh pemerintah gk diumumin obat penjahat kelamin penyembuhan covid rakyat beli berobat dokter gk sibuk ngurusin pasien covid,Thu May 28 10:04:40 +0000 2020,
33121,jakarta sih ga berpengaruh psbb sumpah mslhnya lihat jalan abang cuek ga pakai masker tukang sampah pemulung dicuekin tidur jalanan ga dibantuin kesel beneran lbh setuju herd immunity sih biar seleksi alam,Thu May 28 10:04:36 +0000 2020,
33122,hrpan new normal agr ttp produktif nmun aman dr virus covid,Thu May 28 10:04:34 +0000 2020,Kabupaten Bondowoso
33123,jogja ga psbb owk,Thu May 28 10:04:29 +0000 2020,Tennis Court
33124,tutup psbb,Thu May 28 10:04:26 +0000 2020,
33125,imitasi lakukan slama psbb ambil sisi positifnya progress pelan awal maret,Thu May 28 10:04:24 +0000 2020,"Palu, Sulawesi Tengah"
33126,glad that my office announced discontinuation of psbb doesn t mean we start to work from office again,Thu May 28 10:04:23 +0000 2020,
33127,psbb surabaya hati warung kopi sek podo buka ngopi pinggir dalan ora maskeran piye ora arep nambah positif,Thu May 28 10:04:14 +0000 2020,
33128,pas psbb gini terbaik lakukan rebahan selma,Thu May 28 10:04:09 +0000 2020,"Tangerang, Banten"
33129,pertimbangkan kena dampak psbb duit habis,Thu May 28 10:04:07 +0000 2020,Jakarta
33130,wkakakakak kan psbb gaboleh berkeliaran private,Thu May 28 10:03:55 +0000 2020,Jakarta Capital Region
33131,psbb udan kantor prei yungalaaah banget,Thu May 28 10:03:51 +0000 2020,
33132,negeri lockdown kurva landai new normal psbb terlambat longgar berubah ubah kurva new normal kuatirnya bukan new normal new cases,Thu May 28 10:03:45 +0000 2020,jakarta
33133,ella mad psbb bangkalan sajen benyak kasus,Thu May 28 10:03:36 +0000 2020,
33134,harga cabe psbb hyunk,Thu May 28 10:03:35 +0000 2020,CA / PA
33135,rangkuman twitter new normal diterapkan perihal dele tempe penanganan covid indonesia,Thu May 28 10:03:30 +0000 2020,Wonokromo
33136,ramai diperbincangkan rencana penerapan indonesia bentuk seleksi alam indonesia,Thu May 28 10:03:29 +0000 2020,
33137,tidak perlu sepeda motor deh min omah ngarepku libome plat l psbb selo masuk tidak hiiiiihhh,Thu May 28 10:03:23 +0000 2020,"Jakarta Capital Region, Indone"
33138,gara psbb paket agak lamaan nyampenya pfft,Thu May 28 10:03:22 +0000 2020,
33139,en serio esto surge en el ministerio adik turismo econom a creativa aplicar el programa chs lt co,Thu May 28 10:03:15 +0000 2020,Asturias
33140,yaqin abu janda dipanggil polisi tidak pakai alesan psbb tidak pakai alesan umroh,Thu May 28 10:03:11 +0000 2020,
33141,ga pulang bu psbb gini dirumah karantina,Thu May 28 10:03:09 +0000 2020,PKP-JOG-SBY-CKR-JKT
33142,kalem psbb tidak ngegass,Thu May 28 10:03:08 +0000 2020,"Kalimantan Selatan, Indonesia"
33143,psbb tidak berasa psbb tidak nertibin kelayapan,Thu May 28 10:02:59 +0000 2020,
33144,selesei psbb kayaknya mbak,Thu May 28 10:02:55 +0000 2020,"Padang,indonesia"
33145,apresiasi perppu bhw blunder berikutnya pemerintah pusat kesim,Thu May 28 10:02:52 +0000 2020,
33146,hrapn new normal agr produktif nmun aman virus covid,Thu May 28 10:02:41 +0000 2020,Kediri
33147,keren pandemi mungkin mengganggu stabilitas ekonomi engga kehabisan mengakomodir ekonomi indonesia mantap semoga nelayan indonesia sejahtera,Thu May 28 10:02:38 +0000 2020,"Lueng Bata, Indonesia"
33148,pejabat tidak mengerti melanggar psbb terang terangan tulisan segede kepala,Thu May 28 10:02:27 +0000 2020,
33149,pasar gadang pasar kota malang pelanggaran psbb malang raya,Thu May 28 10:02:12 +0000 2020,
33150,perpanjangan psbb maksud rakyat laper mengamuk,Thu May 28 10:02:04 +0000 2020,"Tambun, Indonesia"
33151,hajat new medium biar malar profitabel walakin aliansi masyarakat adat nusantara virus covid,Thu May 28 10:01:45 +0000 2020,Batu
33152,polisi melakukan penyekatan pendatang kawasan puncak kabupaten bogor penyekatan psbb jawa barat jabar berakhir,Thu May 28 10:01:37 +0000 2020,"Jakarta, Indonesia"
33153,kuy cs mah hbs psbb hehehe,Thu May 28 10:01:31 +0000 2020,
33154,reports new cases and deaths on thursday bringing its total number to with deaths by web pic,Thu May 28 10:01:19 +0000 2020,Hong Kong
33155,canda menghibur hatinya hancur prestasinya tidak dibayangkan,Thu May 28 10:01:17 +0000 2020,Earth
33156,our partners in indonesia konsorsium pembaruan agraria kpa preparing some local rice from damara defended land in response to rice comes from farmers supported by our programme let s us all contribute to during these times,Thu May 28 10:01:16 +0000 2020,"Stockholm, Sweden"
33157,mboh wes suwe suwe bingung ambek menungso siji bicara psbb moro diluk berubah aturan e ndek om,Thu May 28 10:01:05 +0000 2020,
33158,psbb dicabut donk kan indonesia bebas virus hebat euy joko widodo jago main sulap,Thu May 28 10:01:04 +0000 2020,
33159,kayaknya biar nurut psbb bukan diperpanjang diperkeras kan panjang doang ga keras thoughts,Thu May 28 10:00:58 +0000 2020,"Jakarta Selatan, DKI Jakarta"
33160,dalam situasi psbb untung uas stukas memfasilitasi berpacu dalam,Thu May 28 10:00:52 +0000 2020,
33161,hrapan new normal agr qta ttp produktif nmun aman dr virus covid,Thu May 28 10:00:48 +0000 2020,Malang
33162,psbb patroli pol pulang pergi police gencar banget bubarkan kerumunan massa diwarkop terbalik psbb tidak patroli pembubaran berkumpul psbb toko buka silakan wtc kantor parah,Thu May 28 10:00:47 +0000 2020,
33163,psbb asli deh kayaknya ga berpengaruh sakit beneran kuat bertahan,Thu May 28 10:00:46 +0000 2020,ì°ëì ë§ì
33164,hello unroll you asked for check point psbb deket rumah jl aselih jagakarsa tidak pakai masker dikasih peringatan share this if you think it s interesting,Thu May 28 10:00:43 +0000 2020,Wherever threads are written..
33165,lbh ga ketemu soto kuning makan soto a adam tempatnya oia mematuhi psbb transisi,Thu May 28 10:00:26 +0000 2020,indonesia
33166,psbb tang,Thu May 28 10:00:18 +0000 2020,ritdha hs
33167,sam jakarta psbb masio lumayan ketat jalanan lengang kemacetan berkurang keluar bertahan,Thu May 28 10:00:17 +0000 2020,Jakarta Capital Region
33168,indonesia mengumumkan kasus tanggal mei total dalam perawatan sembuh,Thu May 28 10:00:05 +0000 2020,
33169,tidak terima istri terjaring razia psbb pria mengamuk dihadapan petugas,Thu May 28 10:00:01 +0000 2020,"Jakarta, Indonesia"
33170,andalan new lazim biar a mati menguntungkan aliansi masyarakat adat nusantara virus covid,Thu May 28 09:59:57 +0000 2020,Surabaya
33171,banjarmasin psbb perpanjang ppppppppssssssssbbbbbbbbbbbb,Thu May 28 09:59:56 +0000 2020,"Kalimantan Selatan, Indonesia"
33172,desa menyalurkan bertambah mengingat desa melakukan penyaluran,Thu May 28 09:59:51 +0000 2020,"Rokan Hulu, Riau"
33173,giat psbb check point kalideres teguran tertulis pengendara tidak tertib lalin melanggar psbb sat lantas barat tni pol pulang pergi dishub,Thu May 28 09:59:47 +0000 2020,"DKI Jakarta, Indonesia"
33174,cerita some friends of mine wan na meet up during this so called lock down or psbb whatsover time so i tried to give some sense to their mind and it s me ranting girl who speak so just imagine shortly i m scolding them,Thu May 28 09:59:43 +0000 2020,Jakarta
33175,deh berani teriak teriak giliran dipanggil alasan psbb,Thu May 28 09:59:19 +0000 2020,"Yogyakarta, Indonesia"
33176,hrpan new normal agr te p produktif nmun aman dr virus covid,Thu May 28 09:59:17 +0000 2020,Bogor
33177,psbb hyunh,Thu May 28 09:59:12 +0000 2020,"Malang, Jawa Timur"
33178,ramayana salatiga ngejubel kaya gini kenapasih padaan gatau arti psbb ga sayang nyawa diem dirumah kenapas,Thu May 28 09:59:10 +0000 2020,Semarang
33179,maksudnya pemerintah sdh kehabisan akal bangkit psbb diperpanjang unlimited,Thu May 28 09:59:07 +0000 2020,amarta
33180,sebenernya psbb diperpanjang menghindari tidak kayak kasus salah kasir medan tuh terpapar covid tidak sadar niatnya melaksanakan tanggung jawab kerja cari nafkah eh jdinkorban keegoisan stupid,Thu May 28 09:58:48 +0000 2020,EXO Planet
33181,new lazim biar teguh profitabel aliansi masyarakat adat nusantara virus covid,Thu May 28 09:58:42 +0000 2020,Magelang
33182,iyalah sg tidak pakai masker denda sgd kitamah psbb mobil katanya denda maneee tidak polisinya kebaikan,Thu May 28 09:58:39 +0000 2020,Jakarta Capital Region
