,username,date,content,user_location,bulan
3,RakyatBicara10,2021-07-10 01:45:22+00:00,"Vaksin dan prokes.
Yuk Disiplin PPKM https://t.co/U6ctJxDfn5",Kepulauan Bangka Belitung,Mei
4,Pian37506620,2021-07-10 01:29:46+00:00,"Cegah Covid dengan Vaksin.
Yuk Disiplin PPKM https://t.co/uZp78Bf4JH",Kepulauan Bangka Belitung,Mei
5,Emayant63176260,2021-07-10 01:17:04+00:00,"Ingat setelah vaksin jangan Kendor tetap disiplin protokol kesehatan. 
Yuk Disiplin PPKM https://t.co/QkjJQpPf8b",Kepulauan Bangka Belitung,Mei
6,Emayant63176260,2021-07-10 01:16:39+00:00,"Vaksin Asta zeneca menawarkan perlindungan tingkat tinggi dari varian Delta. 
Yuk Disiplin PPKM https://t.co/YanCSHL50h",Kepulauan Bangka Belitung,Mei
7,anakban12815572,2021-07-10 00:35:49+00:00,"Jangan takut untuk vaksin dan tetap disiplin menerapkan protokol kesehatan
Yuk Disiplin PPKM https://t.co/g8YDmncVgT",Kepulauan Bangka Belitung,Mei
8,HermanS19226794,2021-07-10 00:23:33+00:00,@setkabgoid @jokowi Vaksin kosong pak,Kepulauan Bangka Belitung,Mei
9,easmarcelinus,2021-07-08 09:03:14+00:00,"Final
Copa America: Argentina vs Brazil
Euro 2020: Italy vs Inggris
Covid-19: Vaksin vs Susu Bear Brand",Kepulauan Bangka Belitung,Mei
10,kamilagold,2021-07-08 02:20:36+00:00,"@EnggalPMT Karena virus nya bingung kali pak  boss yg vaksin ama yg blm g ada bedanya... 
#dapet sepeda ya wkwkwk",Kepulauan Bangka Belitung,Mei
11,NandaRitonga,2021-07-07 11:09:24+00:00,"@timmymalachi Baru vaksin yg pertama kak. Aku abis jatuh dari motor, ngilu kakinya bengkak. 😅 selebihnya insyaallah sehat. Kak tim gimana?",Kepulauan Bangka Belitung,Mei
12,NandaRitonga,2021-07-07 11:06:58+00:00,@timmymalachi Aku kak. Vaksin sinovac. Nafsu makan naik drastis. 🥲,Kepulauan Bangka Belitung,Mei
13,Nn_nra,2021-07-07 08:35:19+00:00,"PARAH SIHH EFEK VAKSIN SINOVAC, GILA MAKAN!!!",Kepulauan Bangka Belitung,Mei
14,rengganesia,2021-07-07 03:52:25+00:00,"Antrian vaksin, ramai, membludak 😂😂 Puskesmas Melintang https://t.co/ZXFTNG9Okv",Kepulauan Bangka Belitung,Mei
15,Nn_nra,2021-07-06 23:19:06+00:00,"pagii, day 2 habis vaksin. 
gatau lagi rasanya, setiap tidur 1 jam kebangun terus 😭😭😭",Kepulauan Bangka Belitung,Mei
16,Nn_nra,2021-07-06 07:33:25+00:00,"1 day vaksin 💉
Badan masih seger, tapi pegel 😂",Kepulauan Bangka Belitung,Mei
17,Nn_nra,2021-07-06 04:03:39+00:00,gilasih nganti vaksin ga taat prokes 😶 kabur ajalah wkwk,Kepulauan Bangka Belitung,Mei
18,negerilaspela,2021-07-05 18:50:18+00:00,141 Orang Warga Desa Air Buluh Disuntik Vaksin https://t.co/M9kQ98Mjcz,Kepulauan Bangka Belitung,Mei
19,yurikomartha,2021-07-05 12:13:34+00:00,Aduhhhhh covid segeralah berlalu. Ini jg mau vaksin tp susah trs krn bingung gmn mau ninggalin bayi w di rmh 😞,Kepulauan Bangka Belitung,Mei
20,HumasPkp,2021-07-05 05:41:36+00:00,"Kapolri Jenderal Pol. Drs. Listyo Sigit Prabowo https://t.co/Jl2HEriA0q, meminta Bhabinkamtibmas, Babinsa, pemerintah daerah, dan tenaga kesehatan untuk mengajak masyarakat agar datang ke tempat-tempat vaksin 
#PPKMdanTetapVaksinasi
Sosialisasi Edukasi Masyarakat https://t.co/CrcGMxoQuJ",Kepulauan Bangka Belitung,Mei
21,sun_khim18ho,2021-07-05 03:40:32+00:00,Antusias warga mentok kep.babel utk vaksin..@KemenkesRI tlg di perbanyak lg vaksinnya https://t.co/JMyNBDBcoj,Kepulauan Bangka Belitung,Mei
22,rengganesia,2021-07-04 04:46:27+00:00,"@ap2_pgk Min, mau tanya, kalo perjalanan ke Sumatra, perlu sertifikat vaksin juga nggak?",Kepulauan Bangka Belitung,Mei
23,Nn_nra,2021-07-03 08:45:13+00:00,"Lagi prepare 2hari dirumah aja biar badan vit dan ga loyo... Senin Vaksin 🙃
#dirumahaja",Kepulauan Bangka Belitung,Mei
24,ictaluri,2021-07-03 04:37:14+00:00,@vierda Iyaa lhoo cuma cerita abis vaksin aja yoo digoreng..kak vierda memang magnet..😂😂😂🤭,Kepulauan Bangka Belitung,Mei
25,dimasprmd,2021-07-03 04:31:10+00:00,Kalau pakai vaksin mulai senin ya berlakunya~,Kepulauan Bangka Belitung,Mei
26,hadi_zutriz,2021-07-03 03:43:06+00:00,"@detikcom Jangan² ini obat paten punya,,, makanya di ""boikot"" penyebarannya,, supaya vaksin pemerintah LAKU,,... 

Sadis - Afgan.mp3",Kepulauan Bangka Belitung,Mei
27,Emayant63176260,2021-06-29 02:03:16+00:00,"Ayo terapkan protokol kesehatan 5 M dan mengikuti program vaksin dari pemerintah, untuk melawan covid-19. 
Doa Untuk Bangsaku https://t.co/o9uIRXNMb2",Kepulauan Bangka Belitung,Mei
28,mantegil1,2021-06-29 00:14:37+00:00,"Efektivitas vaksin covid 19 di Indonesia tinggi untuk bisa melindungi diri dari varian
Doa untuk bangsaku https://t.co/zN2Ayjpon3",Kepulauan Bangka Belitung,Mei
29,mantegil1,2021-06-28 00:34:41+00:00,"Vaksin sangat bermanfaat untuk melindungi
Bersatu Kita Teguh https://t.co/Ulx1tw2oiC",Kepulauan Bangka Belitung,Mei
30,bowotejo1,2021-06-28 00:07:37+00:00,"Ayo ikuti program vaksin, Bersatu Kita Teguh https://t.co/tHtJPLtwPG",Kepulauan Bangka Belitung,Mei
31,Aisyah_Embul,2021-06-28 00:05:25+00:00,Vaksin merupakan upaya menekan penularan Covid 19. Bersatu Kita Teguh https://t.co/v3ES1rxnIl,Kepulauan Bangka Belitung,Mei
32,mantegil1,2021-06-27 00:15:36+00:00,"Pemerintah kota Jayapura mengatakan vaksin covid-19 untuk warga sebagai upaya untuk mensukseskan Pon Papua
Doa Untuk bangsaku https://t.co/pMjGSIyuoR",Kepulauan Bangka Belitung,Mei
33,anakban12815572,2021-06-27 00:02:59+00:00,"Ratusan atlit Papua di vaksin
Untuk mensukseskan penyelenggaraan PON Xx Papua 2021
Doa Untuk bangsaku https://t.co/2ZcSP6IoAk",Kepulauan Bangka Belitung,Mei
34,Degisugi3,2021-06-26 03:16:17+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Disiplin Atasi Pandemi https://t.co/PCRqMvyl4o",Kepulauan Bangka Belitung,Mei
35,Degisugi3,2021-06-26 03:16:00+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Disiplin Atasi Pandemi https://t.co/kTpTrKqnts",Kepulauan Bangka Belitung,Mei
36,Pian37506620,2021-06-26 01:26:18+00:00,"Cegah penyebaran covid-19 dengan vaksin.
Disiplin Atasi Pandemi https://t.co/yNmxSnFwJt",Kepulauan Bangka Belitung,Mei
37,Aisyah_Embul,2021-06-26 01:13:08+00:00,Vaksin efektif mencegah penularan virus covid Varian Delta. Disiplin Atasi Pandemi https://t.co/dGK1VQwsYE,Kepulauan Bangka Belitung,Mei
38,Emayant63176260,2021-06-26 00:43:37+00:00,Vaksin efektif mencegah penularan virus covid varian Delta. Disiplin Atasi Pandemi https://t.co/L7RyUNmdfu,Kepulauan Bangka Belitung,Mei
39,mantegil1,2021-06-26 00:07:49+00:00,"Vaksin sangat penting bagi kesehatan untuk menjaga dari varian covid Delta
Disiplin Atasi Pandemi https://t.co/n2HyAlnmti",Kepulauan Bangka Belitung,Mei
40,mantegil1,2021-06-26 00:05:51+00:00,"Vaksin efektif mencegah penularan virus covid varian Delta
Disiplin Atasi Pandemi https://t.co/9eX3uciQ7O",Kepulauan Bangka Belitung,Mei
41,anakban12815572,2021-06-26 00:03:55+00:00,"Jangan pernah kita takut untuk vaksin ini semua bertujuan untuk menekan penyebaran covid-19
Disiplin Atasi Pandemi https://t.co/Cbs9t6nHol",Kepulauan Bangka Belitung,Mei
42,RakyatBicara10,2021-06-25 02:39:00+00:00,"Hindari denda dengan vaksin covid-19.
Damai Indonesiaku https://t.co/VL3iQZo8mc",Kepulauan Bangka Belitung,Mei
43,Pian37506620,2021-06-25 02:38:39+00:00,"Presiden Jokowi tertibkan aturan denda dan pidana warga menolak vaksin covid-19.
Damai Indonesiaku https://t.co/eCM3z3yqT1",Kepulauan Bangka Belitung,Mei
44,Kampret_Sakau15,2021-06-25 00:33:39+00:00,"Ayo melakukan vaksin yang tidak akan didenda. 
Damai Indonesiaku https://t.co/5PpE9RrKCI",Kepulauan Bangka Belitung,Mei
45,mantegil1,2021-06-25 00:33:26+00:00,"Dari benda dengan vaksin covid 19
Damai Indonesiaku https://t.co/IQwSKeSsuC",Kepulauan Bangka Belitung,Mei
46,mantegil1,2021-06-25 00:32:43+00:00,"Senang Jokowi terbitkan aturan denda dan pidana warga penolak vaksin Corona
Damai Indonesiaku https://t.co/UhJy2FSZvS",Kepulauan Bangka Belitung,Mei
47,bowotejo1,2021-06-25 00:28:39+00:00,"Pidana bagi penolak vaksin, Damai Indonesiaku https://t.co/Fq00GGrnIt",Kepulauan Bangka Belitung,Mei
48,Aisyah_Embul,2021-06-25 00:25:20+00:00,Jokowi terbitkan aturan denda dan pidana warga yang menolak vaksin covid 19. Damai Indonesiaku https://t.co/kglS4fLWkJ,Kepulauan Bangka Belitung,Mei
49,Emayant63176260,2021-06-25 00:11:06+00:00,Hindari denda dengan mengikuti vaksinasi covid-19. sebab vaksin tersebut sudah halal dan aman.Damai Indonesiaku https://t.co/a0ZDEnvzLq,Kepulauan Bangka Belitung,Mei
0,Emayant63176260,2021-06-29 02:03:16+00:00,"Ayo terapkan protokol kesehatan 5 M dan mengikuti program vaksin dari pemerintah, untuk melawan covid-19. 
Doa Untuk Bangsaku https://t.co/o9uIRXNMb2",Kepulauan Bangka Belitung,Juni
1,mantegil1,2021-06-29 00:14:37+00:00,"Efektivitas vaksin covid 19 di Indonesia tinggi untuk bisa melindungi diri dari varian
Doa untuk bangsaku https://t.co/zN2Ayjpon3",Kepulauan Bangka Belitung,Juni
2,mantegil1,2021-06-28 00:34:41+00:00,"Vaksin sangat bermanfaat untuk melindungi
Bersatu Kita Teguh https://t.co/Ulx1tw2oiC",Kepulauan Bangka Belitung,Juni
3,bowotejo1,2021-06-28 00:07:37+00:00,"Ayo ikuti program vaksin, Bersatu Kita Teguh https://t.co/tHtJPLtwPG",Kepulauan Bangka Belitung,Juni
4,Aisyah_Embul,2021-06-28 00:05:25+00:00,Vaksin merupakan upaya menekan penularan Covid 19. Bersatu Kita Teguh https://t.co/v3ES1rxnIl,Kepulauan Bangka Belitung,Juni
5,mantegil1,2021-06-27 00:15:36+00:00,"Pemerintah kota Jayapura mengatakan vaksin covid-19 untuk warga sebagai upaya untuk mensukseskan Pon Papua
Doa Untuk bangsaku https://t.co/pMjGSIyuoR",Kepulauan Bangka Belitung,Juni
6,anakban12815572,2021-06-27 00:02:59+00:00,"Ratusan atlit Papua di vaksin
Untuk mensukseskan penyelenggaraan PON Xx Papua 2021
Doa Untuk bangsaku https://t.co/2ZcSP6IoAk",Kepulauan Bangka Belitung,Juni
7,Degisugi3,2021-06-26 03:16:17+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Disiplin Atasi Pandemi https://t.co/PCRqMvyl4o",Kepulauan Bangka Belitung,Juni
8,Degisugi3,2021-06-26 03:16:00+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Disiplin Atasi Pandemi https://t.co/kTpTrKqnts",Kepulauan Bangka Belitung,Juni
9,Pian37506620,2021-06-26 01:26:18+00:00,"Cegah penyebaran covid-19 dengan vaksin.
Disiplin Atasi Pandemi https://t.co/yNmxSnFwJt",Kepulauan Bangka Belitung,Juni
10,Aisyah_Embul,2021-06-26 01:13:08+00:00,Vaksin efektif mencegah penularan virus covid Varian Delta. Disiplin Atasi Pandemi https://t.co/dGK1VQwsYE,Kepulauan Bangka Belitung,Juni
11,Emayant63176260,2021-06-26 00:43:37+00:00,Vaksin efektif mencegah penularan virus covid varian Delta. Disiplin Atasi Pandemi https://t.co/L7RyUNmdfu,Kepulauan Bangka Belitung,Juni
12,mantegil1,2021-06-26 00:07:49+00:00,"Vaksin sangat penting bagi kesehatan untuk menjaga dari varian covid Delta
Disiplin Atasi Pandemi https://t.co/n2HyAlnmti",Kepulauan Bangka Belitung,Juni
13,mantegil1,2021-06-26 00:05:51+00:00,"Vaksin efektif mencegah penularan virus covid varian Delta
Disiplin Atasi Pandemi https://t.co/9eX3uciQ7O",Kepulauan Bangka Belitung,Juni
14,anakban12815572,2021-06-26 00:03:55+00:00,"Jangan pernah kita takut untuk vaksin ini semua bertujuan untuk menekan penyebaran covid-19
Disiplin Atasi Pandemi https://t.co/Cbs9t6nHol",Kepulauan Bangka Belitung,Juni
15,RakyatBicara10,2021-06-25 02:39:00+00:00,"Hindari denda dengan vaksin covid-19.
Damai Indonesiaku https://t.co/VL3iQZo8mc",Kepulauan Bangka Belitung,Juni
16,Pian37506620,2021-06-25 02:38:39+00:00,"Presiden Jokowi tertibkan aturan denda dan pidana warga menolak vaksin covid-19.
Damai Indonesiaku https://t.co/eCM3z3yqT1",Kepulauan Bangka Belitung,Juni
17,Kampret_Sakau15,2021-06-25 00:33:39+00:00,"Ayo melakukan vaksin yang tidak akan didenda. 
Damai Indonesiaku https://t.co/5PpE9RrKCI",Kepulauan Bangka Belitung,Juni
18,mantegil1,2021-06-25 00:33:26+00:00,"Dari benda dengan vaksin covid 19
Damai Indonesiaku https://t.co/IQwSKeSsuC",Kepulauan Bangka Belitung,Juni
19,mantegil1,2021-06-25 00:32:43+00:00,"Senang Jokowi terbitkan aturan denda dan pidana warga penolak vaksin Corona
Damai Indonesiaku https://t.co/UhJy2FSZvS",Kepulauan Bangka Belitung,Juni
20,bowotejo1,2021-06-25 00:28:39+00:00,"Pidana bagi penolak vaksin, Damai Indonesiaku https://t.co/Fq00GGrnIt",Kepulauan Bangka Belitung,Juni
21,Aisyah_Embul,2021-06-25 00:25:20+00:00,Jokowi terbitkan aturan denda dan pidana warga yang menolak vaksin covid 19. Damai Indonesiaku https://t.co/kglS4fLWkJ,Kepulauan Bangka Belitung,Juni
22,Emayant63176260,2021-06-25 00:11:06+00:00,Hindari denda dengan mengikuti vaksinasi covid-19. sebab vaksin tersebut sudah halal dan aman.Damai Indonesiaku https://t.co/a0ZDEnvzLq,Kepulauan Bangka Belitung,Juni
23,Emayant63176260,2021-06-25 00:10:50+00:00,Presiden Jokowi terbitkan aturan denda dan pidana bagi warga yang menolak vaksin Corona.Damai Indonesiaku https://t.co/KCKBlgRES2,Kepulauan Bangka Belitung,Juni
24,AtokKocak,2021-06-25 00:04:56+00:00,"Presiden Jokowi mengeluarkan peraturan denda dan pidana warga menolak vaksin Corona
Damai Indonesiaku https://t.co/PcOJY0oAu7",Kepulauan Bangka Belitung,Juni
25,Aisyah_Embul,2021-06-24 03:24:39+00:00,Ayo seluruh masyarakat untuk melaksanakan vaksin agar terhindar dari covid 19. Patuhi Protokol Kesehatan https://t.co/aXmcgn1OAY,Kepulauan Bangka Belitung,Juni
26,Degisugi3,2021-06-23 03:37:59+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Bersatu Lawan Covid19 https://t.co/aF7aP3pgSn",Kepulauan Bangka Belitung,Juni
27,Degisugi3,2021-06-23 03:37:46+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Bersatu Lawan Covid19 https://t.co/f22ofEd7gc",Kepulauan Bangka Belitung,Juni
28,Aisyah_Embul,2021-06-23 01:23:30+00:00,"Jangan sampai kita lengah martabat proses 5 m + vaksin pada kebiasaan Baru.
Bersatu Lawan Covid 19 https://t.co/PJ2r3JTKz0",Kepulauan Bangka Belitung,Juni
29,Emayant63176260,2021-06-23 00:09:58+00:00,"Jangan sampai kita lengah, karena itu mari terapkan proses 5 M dan vaksin. Demi keamanan kita bersama. 
Bersatu Lawan Covid19 https://t.co/1yd1iiZrkV",Kepulauan Bangka Belitung,Juni
30,bowotejo1,2021-06-23 00:09:04+00:00,"Jangan takut vaksin, Bersatu Lawan Covid19 https://t.co/jesikqVC0F",Kepulauan Bangka Belitung,Juni
31,Emayant63176260,2021-06-23 00:07:43+00:00,"Ayo jangan ragu untuk di vaksin, karena vaksin aman dan halal. Demi menjaga keluarga diri kita dan orang lain. Bersatu Lawan Covid19 https://t.co/AdF8bOz0xC",Kepulauan Bangka Belitung,Juni
32,Degisugi3,2021-06-22 03:34:47+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Yuk Disiplin Prokes https://t.co/WF7841oCjb",Kepulauan Bangka Belitung,Juni
33,Degisugi3,2021-06-22 03:34:42+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Yuk Disiplin Prokes https://t.co/hCEkrnoAlg",Kepulauan Bangka Belitung,Juni
34,Emayant63176260,2021-06-22 00:47:24+00:00,Percepat vaksin merupakan kunci suksesnya penanganan pandemi COVID-19. Yuk Disiplin Prokes https://t.co/4LuxQVGXfK,Kepulauan Bangka Belitung,Juni
35,RakyatBicara10,2021-06-22 00:27:44+00:00,"Cegah penyebaran covid-19 dengan percepatan vaksin.
Yuk Disiplin Prokes https://t.co/HqHecCcwFH",Kepulauan Bangka Belitung,Juni
36,Degisugi3,2021-06-21 03:22:35+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
NKRI Selalu Dihati https://t.co/IG1XELaQdq",Kepulauan Bangka Belitung,Juni
37,Degisugi3,2021-06-21 03:22:24+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
NKRI Selalu Dihati https://t.co/O4xnF889Zw",Kepulauan Bangka Belitung,Juni
38,Pian37506620,2021-06-20 03:21:55+00:00,"Cegah covid 19 dengan vaksin.
NKRI Sampai Mati https://t.co/QIDhbfWru3",Kepulauan Bangka Belitung,Juni
39,Degisugi3,2021-06-20 01:53:01+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
NKRI Sampai Mati https://t.co/4bpgLVXvUz",Kepulauan Bangka Belitung,Juni
40,Degisugi3,2021-06-20 01:52:47+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
NKRI Sampai Mati https://t.co/rIEYgtYVXj",Kepulauan Bangka Belitung,Juni
41,Emayant63176260,2021-06-20 00:46:49+00:00,Vaksin berdampak positif untuk menurunkan kasus di Indonesia. NKRI Sampai Mati https://t.co/NzNn34Rux8,Kepulauan Bangka Belitung,Juni
42,Degisugi3,2021-06-19 02:30:06+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
NKRI Damai https://t.co/Z0MsLPnjCf",Kepulauan Bangka Belitung,Juni
43,Degisugi3,2021-06-19 02:29:58+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
NKRI Damai https://t.co/MCHoQxjksY",Kepulauan Bangka Belitung,Juni
44,RakyatBicara10,2021-06-19 02:27:20+00:00,"Penyebaran covid-19 dengan vaksin dan protokol kesehatan.
NKRI Damai https://t.co/hufkxmJzJD",Kepulauan Bangka Belitung,Juni
45,Pian37506620,2021-06-19 02:26:55+00:00,"Cegah penyebaran covid-19 dengan vaksin.
NKRI Damai https://t.co/DjfuQehdX2",Kepulauan Bangka Belitung,Juni
46,bowotejo1,2021-06-19 00:14:06+00:00,"Vaksin penting, NKRI Damai https://t.co/5ZI0dYUKmt",Kepulauan Bangka Belitung,Juni
47,Degisugi3,2021-06-18 02:50:09+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Tanah Air Beta https://t.co/dn2fclHHfo",Kepulauan Bangka Belitung,Juni
48,Degisugi3,2021-06-18 02:50:00+00:00,"Vaksin aman dan halal Mari kita melakukan vaksinasi untuk mencegah covid-19, jangan ragu untuk vaksinasi
Tanah Air Beta https://t.co/YXv0vDhHHR",Kepulauan Bangka Belitung,Juni
49,Emayant63176260,2021-06-18 00:22:21+00:00,Dukung pemerintah dengan mengikuti vaksin yang aman dan halal. Tanah Air Beta https://t.co/kPHO6FRqNr,Kepulauan Bangka Belitung,Juni
