,username,date,content,user_location,bulan
14,MedeOcha,2021-06-11 00:54:55+00:00,"Satgas minta kepala daerah prioritaskan vaksin Covid-19 untuk lansia dan pra lansia.
Waspada Provokasi https://t.co/1MLnCcNCij",Bengkulu,Juni
15,mamirina2,2021-06-11 00:45:25+00:00,"@si_bobon_bobon Kunjungi Sentra Vaksin, Airlangga Ingatkan Patuhi Prokes.

Waspada Provokasi https://t.co/oy8dMAHVZ1",Bengkulu,Juni
16,NusantaraRaya45,2021-06-11 00:05:13+00:00,"Kunjungi Sentra Vaksin, Airlangga Ingatkan Patuhi Prokes.
Waspada Provokasi 

https://t.co/auBVvkG6OP",Bengkulu,Juni
17,clarke40897645,2021-06-11 00:04:59+00:00,"Satgas minta kepala daerah prioritaskan vaksin Covid-19 untuk lansia dan pra lansia

Waspada Provokasi https://t.co/sxgB5oYCtP",Bengkulu,Juni
18,Indah05209372,2021-06-10 01:29:33+00:00,"Disiplin Prokes 5M

https://t.co/XXo4ufHEDQ

Semua Vaksin kepeddd aman...",Bengkulu,Juni
19,DevinkaRiana,2021-06-09 02:16:35+00:00,"Demi Kemajuan Indonesia

Tokoh Masyarakat-Agama Berperan Yakinkan Vaksin Aman
https://t.co/dpnQzJvRlu",Bengkulu,Juni
20,MedeOcha,2021-06-09 00:15:19+00:00,"Tokoh Masyarakat-Agama Berperan Yakinkan Vaksin Aman
Demi Kemajuan Indonesia
https://t.co/NSzvHiXBoz",Bengkulu,Juni
21,dian_sahara11,2021-06-08 07:04:13+00:00,"Kota Haji Belum Diputuskan Arab Saudi Karena Mutasi Virus COVID-19 dan Kelangkaan Vaksin Menjadi Salah Satu Alasannya.. 
Ayo kita sama sama berfikir maju dan luas demi Indonesia Sehat dan aman Dari Covid19

Dana Haji Terjamin
@jokowi @YaqutCQoumas @Dennysiregar7 @Kemenag_RI https://t.co/mquwf8MxbG",Bengkulu,Juni
22,anisa_cenceni,2021-06-08 07:01:28+00:00,Kuota Haji Belum Diputuskan Arab Saudi Karena Mutasi Virus Covid - 19 Dan Kelangkaan Vaksin Menjadi Salah Satu Alasannya Dan Dana Haji Terjamin Pastinya Oleh BPKH https://t.co/GyeQqEprs5,Bengkulu,Juni
23,Indah05209372,2021-06-08 02:14:29+00:00,"Percaya Kinerja Pemerintah

Melah vaksin sanak.... https://t.co/ILu48SFS79",Bengkulu,Juni
24,MCimumun,2021-06-07 08:03:02+00:00,"Saudi Belum umumkan mekanisme penyelenggaraan Haji tahun ini karena mutasi virus Covid - 19 dan kelangkaan Vaksin

Dana Haji Aman
#StopHoaxDanaHaji https://t.co/lIXgsijLC2",Bengkulu,Juni
25,NusantaraRaya45,2021-06-07 01:34:52+00:00,"Semangat vaksin
Semangat Indonesia https://t.co/eSdLngJjNV",Bengkulu,Juni
26,Mawar29520940,2021-06-06 02:07:12+00:00,"Restorasi Indonesia

Dukung vaksin covid19 https://t.co/xChreuPwsr",Bengkulu,Juni
27,Mawar29520940,2021-06-06 01:54:24+00:00,Vaksin covid19 untuk kekebalan imun https://t.co/S5bHXq2x7d,Bengkulu,Juni
28,Mawar29520940,2021-06-05 01:30:45+00:00,"NKRI Dihati

Melah pai vaksin adik sanak.... https://t.co/lYBrMDvk3B",Bengkulu,Juni
29,Mawar29520940,2021-06-05 01:29:15+00:00,"NKRI Dihati

Melah pai vaksin adik sanak https://t.co/3enKQhVrbp",Bengkulu,Juni
30,Mawar29520940,2021-06-05 01:28:04+00:00,"NKRI Dihati

Melahirkan vaksin adik sanak https://t.co/dhsDw4tc2i",Bengkulu,Juni
31,venomgnome,2021-06-04 01:24:09+00:00,"Melahirkan vaksin sanak
Sinergi Indonesia https://t.co/qXPFVgfWEY",Bengkulu,Juni
32,venomgnome,2021-06-04 01:24:05+00:00,"Ayo segerakan vaksin
Sinergi Indonesia https://t.co/APteSpImfr",Bengkulu,Juni
33,venomgnome,2021-06-04 01:13:04+00:00,"Inilah bukti vaksin Covid-19 meningkatkan kekebalan tubuh terhadap virus corona
Sinergi Indonesia
https://t.co/2JoxOkLThA",Bengkulu,Juni
34,NusantaraRaya45,2021-06-01 01:48:33+00:00,"Ayoo vaksin
Hari Lahir Pancasila https://t.co/jn1OTVH7S2",Bengkulu,Juni
