,username,date,content,user_location,bulan
34,fhuadbinsar,2021-04-26 05:29:58+00:00,"Vaksin tidak membatalkan puasa dengan suntikan pada otot @halimiskandarnu 
@imansyukri
@malik_haramain 
@taufikmadjid71 
@yusradaridesa 
@ChoirilAkbar6 
@bangsispusdatin
@SukoyoKasekpro 
#tppsulawesibarat https://t.co/yESTAMpoy2",Sulawesi Barat,Januari
35,TMalaqbi,2021-04-19 07:25:25+00:00,Manfaat Pemberian Vaksin COVID-19 AstraZeneca Dapat Mulai Digunakan https://t.co/kCkqV08QWY,Sulawesi Barat,Januari
36,NegaraAPI2,2021-04-18 06:40:03+00:00,Keamanan Vaksin COVID-19 https://t.co/PLLiRcgfWY,Sulawesi Barat,Januari
37,TMalaqbi,2021-04-08 05:52:49+00:00,Vaksin COVID-19 Aman Efektif Gratis Halal https://t.co/7eMu4zZZCp,Sulawesi Barat,Januari
38,TMalaqbi,2021-04-06 05:34:09+00:00,"Vaksin COVID-19 Dikawal Para Ahli, BPOM Dan MUI https://t.co/D0h1Y4iiOO",Sulawesi Barat,Januari
39,TMalaqbi,2021-04-05 05:18:38+00:00,Vaksin Untuk Lansia Aman Dan Efektif Melindungi Lansia Dari Virus COVID-19 https://t.co/dpNKVUzzCs,Sulawesi Barat,Januari
40,TMalaqbi,2021-03-31 06:34:29+00:00,Kunci Keberhasilan Indonesia Adalah amannya pasokan Vaksin https://t.co/UHBwDrgUCE,Sulawesi Barat,Januari
41,Heri_752,2021-01-18 09:13:31+00:00,"Vaksin Lancar NKRI Pulih 
Masalah baru https://t.co/yNFMypfIIz https://t.co/XET5z8gy4P",Sulawesi Barat,Januari
0,D_Sryrukmayanti,2021-02-19 04:24:00+00:00,Vaksin ke 2 selesai😊 https://t.co/LJ2XNyDCnl,Sulawesi Barat,Februari
0,depotairhayuplw,2021-03-28 03:13:15+00:00,@jokowi Semoga vaksin tdk d slh gunakan🙏🏼,Sulawesi Barat,Maret
1,Yusuf51069839,2021-03-19 02:18:41+00:00,@_leonSR_ @msaid_didu Oh sudah di vaksin ya berarti sudah jadi tong sampah,Sulawesi Barat,Maret
2,Yusuf51069839,2021-03-13 07:12:42+00:00,@BNPTRI Kapan saya bisa di vaksin,Sulawesi Barat,Maret
0,NegaraAPI2,2021-04-29 03:20:52+00:00,Vaksin Terbukti Aman Dan Efektif Untuk Melindungi Kita Dari Virus COVID-19 https://t.co/lMdg4ExipH,Sulawesi Barat,April
1,NegaraAPI2,2021-04-28 05:31:45+00:00,Total Vaksin Sinovac Yang Dimiliki Indonesia Telah Mencapai 54 Juta Dosis https://t.co/MhoegEMfxF,Sulawesi Barat,April
2,fhuadbinsar,2021-04-26 05:29:58+00:00,"Vaksin tidak membatalkan puasa dengan suntikan pada otot @halimiskandarnu 
@imansyukri
@malik_haramain 
@taufikmadjid71 
@yusradaridesa 
@ChoirilAkbar6 
@bangsispusdatin
@SukoyoKasekpro 
#tppsulawesibarat https://t.co/yESTAMpoy2",Sulawesi Barat,April
3,TMalaqbi,2021-04-19 07:25:25+00:00,Manfaat Pemberian Vaksin COVID-19 AstraZeneca Dapat Mulai Digunakan https://t.co/kCkqV08QWY,Sulawesi Barat,April
4,NegaraAPI2,2021-04-18 06:40:03+00:00,Keamanan Vaksin COVID-19 https://t.co/PLLiRcgfWY,Sulawesi Barat,April
5,TMalaqbi,2021-04-08 05:52:49+00:00,Vaksin COVID-19 Aman Efektif Gratis Halal https://t.co/7eMu4zZZCp,Sulawesi Barat,April
6,TMalaqbi,2021-04-06 05:34:09+00:00,"Vaksin COVID-19 Dikawal Para Ahli, BPOM Dan MUI https://t.co/D0h1Y4iiOO",Sulawesi Barat,April
7,TMalaqbi,2021-04-05 05:18:38+00:00,Vaksin Untuk Lansia Aman Dan Efektif Melindungi Lansia Dari Virus COVID-19 https://t.co/dpNKVUzzCs,Sulawesi Barat,April
0,TMalaqbi,2021-05-25 02:51:53+00:00,"Vaksin Dan Disiplin Prokes Adalah Bagian Ikhtiar Umat 

Nusantara Bersatu https://t.co/5pTbnmuqMC",Sulawesi Barat,Mei
1,NegaraAPI2,2021-05-25 02:51:52+00:00,"Vaksin Dan Disiplin Prokes Adalah Bagian Ikhtiar Umat 

Nusantara Bersatu https://t.co/Iq6s9jzOCG",Sulawesi Barat,Mei
2,NegaraAPI2,2021-05-20 07:46:01+00:00,"Vaksin Gotong Royong Mendapatkan Respons Positif Dari Para Menteri, Pemerintah Dan Dunia Usaha https://t.co/lHSgxlPptg",Sulawesi Barat,Mei
3,TMalaqbi,2021-05-08 02:44:10+00:00,Kedatangan Vaksin Bentuk Komitmen Dan Konsistensi Pemerintah Mengamankan Pasokan Vaksin Secara Bertahap https://t.co/WTNfYk2wcX,Sulawesi Barat,Mei
4,TMalaqbi,2021-05-07 05:33:07+00:00,Vaksin Memproteksi Kita Dan Keluarga Dari Virus COVID-19 https://t.co/kC8WSgpJCf,Sulawesi Barat,Mei
5,NegaraAPI2,2021-05-06 04:23:00+00:00,Diplomasi Vaksin Akan Terus Diupayakan Pemerintah https://t.co/qzVNzxVftB,Sulawesi Barat,Mei
6,NegaraAPI2,2021-05-05 05:38:38+00:00,Pemerintah Mendorong Percepatan Vaksinasi Dengan Skema Vaksin Gotong Royong https://t.co/mjc2ofxTWr,Sulawesi Barat,Mei
7,NegaraAPI2,2021-05-01 04:50:52+00:00,Vaksin Covid-19 Aman &amp; Halal https://t.co/b2fB8G9ASc,Sulawesi Barat,Mei
0,idn_update,2021-06-27 00:34:22+00:00,"Dukung percepatan vaksin dan perketat disiplin protokol kesehatan

Doa Untuk Bangsaku https://t.co/8zCosV8CAc",Sulawesi Barat,Juni
1,0Nkri,2021-06-24 02:28:04+00:00,Dengan Melaksanakan Vaksin Antibodi Pada Tubuh Akan Terangsang Untuk Melawan Virus Covid 19 https://t.co/x2ZygAdRO6,Sulawesi Barat,Juni
2,nung_kong,2021-06-23 02:08:15+00:00,"Jangan sampai lemah. Terapkan profesi 5 m dan vaksin pada Kebiasaan Baru
Bersatu Lawan Covid19 https://t.co/gT8ySVvmhu",Sulawesi Barat,Juni
3,Imhacw,2021-06-22 05:50:48+00:00,Ayo vaksin dan jadilah bagian dari pemutusan penyebaran covid https://t.co/9ic5MUrF7k,Sulawesi Barat,Juni
4,Imhacw,2021-06-12 09:07:38+00:00,Pemerintah Indonesia Telah Memilih Vaksin Yang Aman Untuk Masyarakat https://t.co/9uBY92MDjH,Sulawesi Barat,Juni
5,pojoknarasi,2021-06-10 02:55:26+00:00,Kjri Jeddah ungkap alasan Arab belum umumkan keputusan soal Haji yaitu berkaitan dengan mutasi virus covit jalankan vaksin dan perkembangan obakopi masih menghantui seluruh penjuru bumi https://t.co/mfEGSVojYi,Sulawesi Barat,Juni
6,Finaalfins,2021-06-08 07:05:19+00:00,"Kuota Haji belum diputuskan Arab Saudi karena mutasi virus covit 19 dan kelangkaan vaksin menjadi salah satu alasan

Dana Haji Terjamin
@jokowi 
@Kiyai_MarufAmin 
@Kemenag_RI 
@YaqutCQoumas 
@Dennysiregar7 https://t.co/mhte0TafWq",Sulawesi Barat,Juni
